student_id,last_name,first_name,course,batch_year,email
2024-09-0002,Bragg,Cecil,BSPsych,2024,cecil.bragg02@alumni.bcp.edu.ph
2024-09-0003,Armstrong,Colleen,BSPsych,2024,colleen.armstrong03@alumni.bcp.edu.ph
2024-09-0004,Bost,Cheryl,BSPsych,2024,cheryl.bost04@alumni.bcp.edu.ph
2024-09-0005,Benjamin,Anne,BSPsych,2024,anne.benjamin05@alumni.bcp.edu.ph
2024-09-0006,Bostic,Carl,BSPsych,2024,carl.bostic06@alumni.bcp.edu.ph
2024-09-0007,Avery,Bonnie,BSPsych,2024,bonnie.avery07@alumni.bcp.edu.ph
2024-09-0008,Bates,Ashley,BSPsych,2024,ashley.bates08@alumni.bcp.edu.ph
2024-09-0009,Beach,Cynthia,BSPsych,2024,cynthia.beach09@alumni.bcp.edu.ph
2024-09-0010,Blum,Abigail,BSPsych,2024,abigail.blum10@alumni.bcp.edu.ph
2024-10-0001,Aguilar,Cora,BSA,2024,cora.aguilar01@alumni.bcp.edu.ph
2024-10-0002,Boston,Cathy,BSA,2024,cathy.boston02@alumni.bcp.edu.ph
2024-10-0003,Barnard,Alexander,BSA,2024,alexander.barnard03@alumni.bcp.edu.ph
2024-10-0004,Brantley,Chloe,BSA,2024,chloe.brantley04@alumni.bcp.edu.ph
2024-10-0005,Barnett,Constance,BSA,2024,constance.barnett05@alumni.bcp.edu.ph
2024-10-0006,Allen,Crystal,BSA,2024,crystal.allen06@alumni.bcp.edu.ph
2024-10-0007,Borders,Christopher,BSA,2024,christopher.borders07@alumni.bcp.edu.ph
2024-10-0008,Beck,Candace,BSA,2024,candace.beck08@alumni.bcp.edu.ph
2024-10-0009,Blair,Britney,BSA,2024,britney.blair09@alumni.bcp.edu.ph
2024-10-0010,Brewster,Chester,BSA,2024,chester.brewster10@alumni.bcp.edu.ph
2024-11-0001,Boynton,Barbara,BSEntrep,2024,barbara.boynton01@alumni.bcp.edu.ph
2024-11-0002,Berger,Ann,BSEntrep,2024,ann.berger02@alumni.bcp.edu.ph
2024-11-0003,Alvarado,Bernadette,BSEntrep,2024,bernadette.alvarado03@alumni.bcp.edu.ph
2024-11-0004,Bozeman,Anthony,BSEntrep,2024,anthony.bozeman04@alumni.bcp.edu.ph
2024-11-0005,Booth,Bertha,BSEntrep,2024,bertha.booth05@alumni.bcp.edu.ph
2024-11-0006,Bradley,Charlie,BSEntrep,2024,charlie.bradley06@alumni.bcp.edu.ph
2024-11-0007,Barr,Caroline,BSEntrep,2024,caroline.barr07@alumni.bcp.edu.ph
2024-11-0008,Ayers,Bradley,BSEntrep,2024,bradley.ayers08@alumni.bcp.edu.ph
2024-11-0009,Beard,Craig,BSEntrep,2024,craig.beard09@alumni.bcp.edu.ph
2024-11-0010,Bourne,Carrie,BSEntrep,2024,carrie.bourne10@alumni.bcp.edu.ph
2024-12-0001,Barnes,Alicia,BSRealEstate,2024,alicia.barnes01@alumni.bcp.edu.ph
2024-12-0002,Bartlett,Camilla,BSRealEstate,2024,camilla.bartlett02@alumni.bcp.edu.ph
2024-12-0003,Bird,Albert,BSRealEstate,2024,albert.bird03@alumni.bcp.edu.ph
2024-12-0004,Bogan,Carlos,BSRealEstate,2024,carlos.bogan04@alumni.bcp.edu.ph
2024-12-0005,Alford,Amber,BSRealEstate,2024,amber.alford05@alumni.bcp.edu.ph
2024-12-0006,Boling,Adam,BSRealEstate,2024,adam.boling06@alumni.bcp.edu.ph
2024-12-0007,Baldwin,Brittany,BSRealEstate,2024,brittany.baldwin07@alumni.bcp.edu.ph
2024-12-0008,Bailey,Daphne,BSRealEstate,2024,daphne.bailey08@alumni.bcp.edu.ph
2024-12-0009,Bernard,Beverly,BSRealEstate,2024,beverly.bernard09@alumni.bcp.edu.ph
2024-12-0010,Alvarez,Curtis,BSRealEstate,2024,curtis.alvarez10@alumni.bcp.edu.ph
2024-13-0001,Bennett,Billie,BSCustoms,2024,billie.bennett01@alumni.bcp.edu.ph
2024-13-0002,Bobo,Claire,BSCustoms,2024,claire.bobo02@alumni.bcp.edu.ph
2024-13-0003,Borden,Anita,BSCustoms,2024,anita.borden03@alumni.bcp.edu.ph
2024-13-0004,Bowles,Alma,BSCustoms,2024,alma.bowles04@alumni.bcp.edu.ph
2024-13-0005,Bond,Courtney,BSCustoms,2024,courtney.bond05@alumni.bcp.edu.ph
2024-13-0006,Benton,Andrea,BSCustoms,2024,andrea.benton06@alumni.bcp.edu.ph
2024-13-0007,Bradshaw,Charles,BSCustoms,2024,charles.bradshaw07@alumni.bcp.edu.ph
2024-13-0008,Blue,Byron,BSCustoms,2024,byron.blue08@alumni.bcp.edu.ph
2024-13-0009,Black,Christy,BSCustoms,2024,christy.black09@alumni.bcp.edu.ph
2024-13-0010,Boucher,Claude,BSCustoms,2024,claude.boucher10@alumni.bcp.edu.ph
